Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
NonScheduledDomestic,Jet Airways,2018,11,69,107.000,57.000,9126.000,7457.000,8863.000,84.136,27.151,6.335,33.486,649.901,19.111,3.000,672.012,848.224,79.226
NonScheduledDomestic,Jet Airways,2018,12,85,130.000,64.000,10885.000,8137.000,10071.000,80.796,33.401,5.471,38.873,662.860,14.000,2.000,678.860,882.990,76.882
NonScheduledDomestic,Jet Airways,2019,01,73,111.000,58.000,9820.000,7634.000,9027.000,84.569,28.570,4.304,32.874,642.660,18.640,3.000,664.300,866.760,76.642
NonScheduledDomestic,Jet Airways,2019,02,20,24.000,13.000,2828.000,1907.000,2262.000,84.306,10.284,2.520,12.804,160.729,7.000,2.000,169.729,217.430,78.061
NonScheduledDomestic,Jet Airways,2019,03,49,66.000,34.000,7015.000,4982.000,5728.000,86.976,32.959,0.000,32.959,416.118,23.000,0.000,439.118,568.437,77.250
NonScheduledDomestic,Jet Airways,2019,04,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,Jet Airways,2019,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,Jet Airways,2019,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2015,09,3,,2.000,465.000,180.000,203.000,88.670,0.000,0.000,0.000,22.000,0.000,0.000,22.000,28.000,78.571
NonScheduledDomestic,JetLite,2015,10,3,6.000,3.000,327.000,324.000,398.000,81.407,0.000,0.000,0.000,27.000,0.000,0.000,27.000,33.000,81.818
NonScheduledDomestic,JetLite,2015,11,1,1.000,1.000,88.000,19.000,36.000,52.778,0.000,0.000,0.000,2.000,0.000,0.000,2.000,4.000,50.000
NonScheduledDomestic,JetLite,2015,12,4,5.000,3.000,509.000,353.000,413.000,85.472,0.000,0.000,0.000,0.000,0.000,0.000,30.000,40.000,75.000
NonScheduledDomestic,JetLite,2016,01,2,2.000,1.000,270.000,115.000,122.000,94.262,0.000,0.000,0.000,10.000,0.000,0.000,10.000,13.000,76.923
NonScheduledDomestic,JetLite,2016,02,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,03,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,04,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,07,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,08,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,09,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2016,10,9,1.000,3.000,222.000,80.000,547.000,14.625,0.000,0.000,0.000,7.000,0.000,0.000,7.000,57.000,12.281
NonScheduledDomestic,JetLite,2016,11,3,4.000,3.000,396.000,346.000,409.000,84.597,0.000,0.000,0.000,29.000,0.000,0.000,29.000,42.000,69.048
NonScheduledDomestic,JetLite,2016,12,2,2.000,1.000,334.000,208.000,210.000,99.048,0.000,0.000,0.000,18.000,0.000,0.000,18.000,20.000,90.000
NonScheduledDomestic,JetLite,2017,01,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,02,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,03,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,04,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,07,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,08,2,2.000,1.000,180.000,30.000,55.000,54.545,0.000,0.000,0.000,3.000,0.000,0.000,3.000,6.000,50.000
NonScheduledDomestic,JetLite,2017,09,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2017,11,6,11.000,6.000,635.000,590.000,874.000,67.506,0.000,0.000,0.000,50.000,0.000,0.000,50.000,75.000,66.667
NonScheduledDomestic,JetLite,2017,12,5,8.000,4.000,684.000,503.000,596.000,84.396,0.000,0.000,0.000,43.000,0.000,0.000,43.000,53.000,81.132
NonScheduledDomestic,JetLite,2018,01,1,1.000,1.000,141.000,51.000,61.000,83.607,0.000,0.000,0.000,4.000,0.000,0.000,4.000,7.000,57.143
NonScheduledDomestic,JetLite,2018,02,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,03,1,2.000,1.000,138.000,126.000,153.000,82.353,0.000,0.000,0.000,10.700,0.000,0.000,10.700,15.000,71.333
NonScheduledDomestic,JetLite,2018,04,1,6.000,1.000,166.000,74.000,75.000,98.667,0.000,0.000,0.000,6.300,0.000,0.000,6.300,8.200,76.829
NonScheduledDomestic,JetLite,2018,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,07,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,08,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,09,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2018,10,2,2.000,1.000,90.000,47.000,139.000,33.813,0.000,0.000,0.000,3.980,0.000,0.000,3.980,12.060,33.002
NonScheduledDomestic,JetLite,2018,11,2,3.000,2.000,299.000,273.000,306.000,89.216,0.000,0.000,0.000,23.178,0.000,0.000,23.178,29.239,79.271
NonScheduledDomestic,JetLite,2018,12,2,2.000,1.000,276.000,157.000,194.000,80.928,0.000,0.000,0.000,13.325,0.000,0.000,13.325,18.386,72.474
NonScheduledDomestic,JetLite,2019,01,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2019,02,1,2.000,1.000,111.000,89.000,134.000,66.418,0.000,0.000,0.000,7.529,0.000,0.000,7.529,9.217,81.686
NonScheduledDomestic,JetLite,2019,03,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2019,04,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2019,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,JetLite,2019,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,05,15,33.600,20.000,0.000,0.000,0.000,0.000,82.420,0.000,82.420,0.000,82.000,0.000,82.000,377.000,21.751
NonScheduledDomestic,QuikJet Cargo,2016,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,07,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,08,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,09,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2016,11,10,18.733,10.000,0.000,0.000,0.000,0.000,93.440,0.000,93.440,0.000,102.880,0.000,102.880,194.000,53.031
NonScheduledDomestic,QuikJet Cargo,2016,12,66,129.783,72.000,0.000,0.000,0.000,0.000,614.963,0.000,614.963,0.000,614.960,0.000,614.960,1325.000,46.412
NonScheduledDomestic,QuikJet Cargo,2017,01,61,133.816,75.000,0.000,0.000,0.000,0.000,538.440,0.000,538.440,0.000,686.701,0.000,686.701,1386.000,49.546
NonScheduledDomestic,QuikJet Cargo,2017,02,9,20.900,13.000,0.000,0.000,0.000,0.000,82.350,0.000,82.350,0.000,126.110,0.000,126.110,237.090,53.191
NonScheduledDomestic,QuikJet Cargo,2017,03,2,6.216,4.000,0.000,0.000,0.000,0.000,8.420,0.000,8.420,0.000,8.420,0.000,8.420,69.000,12.203
NonScheduledDomestic,QuikJet Cargo,2017,04,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,07,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,08,10,21.517,13.000,0.000,0.000,0.000,0.000,67.959,0.000,67.959,0.000,67.960,0.000,67.960,225.000,30.204
NonScheduledDomestic,QuikJet Cargo,2017,09,9,12.633,6.000,0.000,0.000,0.000,0.000,75.050,0.000,75.050,0.000,75.050,0.000,75.050,106.000,70.802
NonScheduledDomestic,QuikJet Cargo,2017,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,11,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,QuikJet Cargo,2017,12,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NonScheduledDomestic,Total Domestic,2015,01,236,280.000,143.000,29272.000,18082.000,20895.000,86.537,2.000,0.000,2.000,1384.000,1.000,0.000,1385.000,2006.000,69.043
NonScheduledDomestic,Total Domestic,2015,02,232,291.000,143.000,28152.000,17516.000,20706.000,84.594,2.000,0.000,2.000,1166.000,3.000,0.000,1169.000,2008.000,58.217
NonScheduledDomestic,Total Domestic,2015,03,275,344.000,174.000,34311.000,21891.000,25991.000,84.225,4.000,0.000,4.000,1453.000,0.000,0.000,1453.000,2286.000,63.561
NonScheduledDomestic,Total Domestic,2015,04,195,233.000,121.000,22681.000,14392.000,17780.000,80.945,2.000,0.000,2.000,978.000,2.000,0.000,980.000,1632.000,60.049
NonScheduledDomestic,Total Domestic,2015,05,271,321.000,431.000,31752.000,19557.000,23736.000,82.394,12.000,0.000,12.000,1353.000,8.000,0.000,1361.000,2216.000,61.417
NonScheduledDomestic,Total Domestic,2015,07,184,214.000,113.000,22563.000,13938.000,16490.000,84.524,8.000,0.000,8.000,848.000,3.000,0.000,851.000,1388.000,61.311
NonScheduledDomestic,Total Domestic,2015,08,200,236.000,116.000,25623.000,14872.000,16287.000,91.312,2.000,0.000,2.000,908.000,1.000,0.000,909.000,1501.000,60.560
NonScheduledDomestic,Total Domestic,2015,09,228,281.350,118.645,29733.000,15538.000,17325.000,89.685,4.000,0.000,4.000,945.000,3.000,0.000,948.000,1572.000,60.305
NonScheduledDomestic,Total Domestic,2015,10,237,303.000,132.000,31251.000,17492.000,20059.000,87.203,8.000,0.000,8.000,1053.000,8.000,0.000,1061.000,1830.000,57.978
NonScheduledDomestic,Total Domestic,2015,11,233,292.000,130.000,31327.000,17556.000,19590.000,89.617,9.000,0.000,9.000,1064.000,5.000,0.000,1069.000,1874.000,57.044
NonScheduledDomestic,Total Domestic,2015,12,254,356.490,811.000,35016.000,21302.000,23774.000,89.602,8.000,0.000,8.000,1076.000,9.000,0.000,1085.000,2144.000,50.606
NonScheduledDomestic,Total Domestic,2016,01,268,379.000,153.852,33782.000,19847.000,23287.000,85.228,3.000,0.000,3.000,1308.000,0.000,0.000,1308.000,2154.000,60.724
NonScheduledDomestic,Total Domestic,2016,02,268,383.410,169.299,34518.000,22466.000,26394.000,85.118,7.000,0.000,7.000,1476.000,5.000,0.000,1481.000,2372.000,62.437
NonScheduledDomestic,Total Domestic,2016,03,301,419.770,145.331,37759.000,22565.000,26609.000,84.802,5.000,0.000,5.000,1381.000,0.000,0.000,1381.000,2366.000,58.369
NonScheduledDomestic,Total Domestic,2016,04,267,385.000,158.000,35151.000,20102.000,24110.000,83.376,8.000,0.000,8.000,1268.000,1.000,0.000,1269.000,2029.000,62.543
NonScheduledDomestic,Total Domestic,2016,05,304,488.000,216.000,46398.000,39948.000,43018.000,92.863,7.000,0.000,7.000,2673.000,5.000,0.000,2678.000,5462.000,49.030
NonScheduledDomestic,Total Domestic,2016,07,266,364.000,148.000,32914.000,17323.000,20998.000,82.498,3.000,0.000,3.000,1116.000,0.000,0.000,1116.000,1993.000,55.996
NonScheduledDomestic,Total Domestic,2016,08,249,353.000,146.000,31229.000,17036.000,20678.000,82.387,9.000,0.000,9.000,1090.000,5.000,0.000,1095.000,1949.000,56.183
NonScheduledDomestic,Total Domestic,2016,09,249,332.000,134.000,31206.000,16850.000,19729.000,85.407,13.000,0.000,13.000,1051.000,5.000,0.000,1056.000,1876.000,56.290
NonScheduledDomestic,Total Domestic,2016,10,286,367.000,176.000,32150.000,17984.000,25541.000,70.412,9.000,0.000,9.000,1090.000,5.000,0.000,1095.000,2477.000,44.207
NonScheduledDomestic,Total Domestic,2016,11,209,329.000,152.000,24305.000,17747.000,22868.000,77.606,14.000,0.000,14.000,941.000,12.000,0.000,953.000,2543.000,37.475
NonScheduledDomestic,Total Domestic,2016,12,271,376.000,160.000,36148.000,21640.000,24366.000,88.812,18.000,0.000,18.000,1301.000,12.000,0.000,1313.000,2281.000,57.562
NonScheduledDomestic,Total Domestic,2017,01,237,348.000,153.000,30295.000,18409.000,22084.000,83.359,8.000,0.000,8.000,1080.000,6.000,0.000,1086.000,2061.000,52.693
NonScheduledDomestic,Total Domestic,2017,02,304,432.000,195.290,38129.000,22668.000,28171.000,80.466,33.000,10.000,43.000,1428.550,25.000,1.000,1454.550,2682.580,54.222
NonScheduledDomestic,Total Domestic,2017,03,305,416.000,173.000,37770.000,21729.000,25332.000,85.777,21.000,5.000,26.000,1328.000,12.000,3.000,1343.000,2395.000,56.075
NonScheduledDomestic,Total Domestic,2017,04,257,348.166,143.430,33341.000,18581.000,21874.000,84.946,2.000,6.000,8.000,1356.000,2.000,3.000,1361.000,2023.000,67.276
NonScheduledDomestic,Total Domestic,2017,05,259,348.750,143.275,34098.000,19288.450,21898.450,88.081,0.000,6.000,6.000,1406.609,0.000,4.000,1410.609,2057.062,68.574
NonScheduledDomestic,Total Domestic,2017,07,249,329.000,132.000,32174.000,16870.000,19843.000,85.017,1.000,8.000,9.000,1288.000,1.000,5.000,1294.000,1864.000,69.421
NonScheduledDomestic,Total Domestic,2017,08,223,311.000,143.710,27747.000,17609.000,21223.000,82.971,6.000,14.105,20.105,1390.000,4.000,9.000,1403.000,2084.000,67.322
NonScheduledDomestic,Total Domestic,2017,09,250,330.000,150.000,32108.000,18862.000,22247.000,84.784,10.000,19.000,29.000,1529.000,14.000,13.000,1556.000,2192.000,70.985
NonScheduledDomestic,Total Domestic,2017,10,258,340.000,150.000,32114.000,18524.000,22681.000,81.672,4.000,17.000,21.000,1234.000,4.000,9.000,1247.000,1841.000,67.735
NonScheduledDomestic,Total Domestic,2017,11,275,376.420,172.724,36059.000,22112.000,26469.000,83.539,30.000,30.418,60.418,1732.000,19.000,19.000,1770.000,2558.000,69.195
NonScheduledDomestic,Total Domestic,2017,12,276,412.500,173.080,36884.000,23071.000,26429.000,87.294,31.000,35.423,66.423,1617.000,1.000,13.000,1631.000,2193.000,74.373
NonScheduledDomestic,Total Domestic,2018,01,142,223.000,107.000,16889.000,13025.000,15874.000,82.052,16.000,12.000,28.000,1125.000,1.000,3.000,1129.000,1507.000,74.917
NonScheduledDomestic,Total Domestic,2018,02,215,317.250,147.500,24371.000,17355.000,21603.000,80.336,7.900,13.000,20.900,1395.300,5.000,5.000,1405.300,2213.600,63.485
NonScheduledDomestic,Total Domestic,2018,03,361,519.310,284.560,35905.000,19588.900,32264.500,60.713,14.900,11.038,25.938,1548.900,10.200,5.700,1564.800,3171.100,49.346
NonScheduledDomestic,Total Domestic,2018,04,358,509.000,279.300,37302.000,20291.600,32446.800,62.538,17.300,5.705,23.005,1688.500,12.000,5.000,1705.500,3286.300,51.897
NonScheduledDomestic,Total Domestic,2018,05,354,500.200,282.400,37240.000,20233.700,31938.400,63.352,35.700,6.201,41.901,1672.200,34.700,5.200,1712.100,3265.300,52.433
NonScheduledDomestic,Total Domestic,2018,07,360,495.550,272.320,37063.000,18966.300,30177.200,62.850,25.201,7.278,32.479,1504.400,18.000,4.300,1526.700,2945.700,51.828
NonScheduledDomestic,Total Domestic,2018,08,350,488.630,275.110,35116.000,18533.480,29780.520,62.234,8.580,6.090,14.670,1462.010,6.000,4.000,1472.010,2897.090,50.810
NonScheduledDomestic,Total Domestic,2018,09,342,480.533,270.116,34704.000,18217.338,28719.938,63.431,15.141,6.583,21.724,1358.920,8.000,1.000,1367.920,2721.130,50.270
NonScheduledDomestic,Total Domestic,2018,10,383,534.000,302.888,39432.000,21845.222,34353.850,63.589,24.213,5.342,29.555,1754.007,18.670,3.580,1776.257,3418.507,51.960
NonScheduledDomestic,Total Domestic,2018,11,359,514.667,284.812,39675.000,23833.921,33432.014,71.291,27.151,6.335,33.486,1881.047,19.111,3.000,1903.158,3236.783,58.798
NonScheduledDomestic,Total Domestic,2018,12,422,599.720,333.143,47254.000,27700.221,39730.937,69.720,33.401,5.471,38.873,2146.782,14.000,2.000,2162.782,3765.156,57.442
NonScheduledDomestic,Total Domestic,2019,01,374,555.370,312.760,38760.000,23122.840,35973.850,64.277,28.570,4.304,32.874,1804.320,18.640,3.000,1825.960,3499.530,52.177
NonScheduledDomestic,Total Domestic,2019,02,234,357.217,183.691,27645.000,17943.529,23682.859,75.766,10.284,2.520,12.804,1364.773,7.000,2.000,1373.773,2296.161,59.829
NonScheduledDomestic,Total Domestic,2019,03,333,496.500,262.845,38609.000,24951.061,34617.331,72.077,32.959,0.000,32.959,1913.797,23.000,0.000,1936.797,3465.290,55.891
NonScheduledDomestic,Total Domestic,2019,04,255,382.410,198.520,27609.000,17277.870,25024.360,69.044,0.000,0.000,0.000,1295.840,0.000,0.000,1295.840,2435.970,53.196
NonScheduledDomestic,Total Domestic,2019,05,293,453.333,240.821,34924.000,23902.565,31328.826,76.296,0.000,0.000,0.000,1792.692,0.000,0.000,1792.692,3136.202,57.161
NonScheduledDomestic,Total Domestic,2019,07,325,465.583,229.880,39926.000,22373.243,28898.024,77.421,0.000,0.000,0.000,1677.993,0.000,0.000,1677.993,2746.533,61.095
NonScheduledDomestic,Total Domestic,2019,08,309,446.517,217.539,36266.000,20646.011,26676.060,77.395,0.000,0.000,0.000,1548.451,0.000,0.000,1548.451,2608.741,59.356
NonScheduledDomestic,Total Domestic,2019,09,340,497.300,254.409,38019.000,22630.494,28583.640,79.173,460.336,0.000,460.336,1697.287,570.000,0.000,2267.287,3597.160,63.030
NonScheduledDomestic,Total Domestic,2019,10,402,595.381,322.533,37353.000,21006.474,28095.788,74.767,1536.380,14.062,1550.442,1594.854,1757.902,5.957,3358.713,5468.739,61.417
NonScheduledDomestic,Total Domestic,2019,11,389,570.547,307.995,42647.000,24859.473,30547.668,81.379,974.797,8.586,983.383,1920.466,1077.969,5.957,3004.392,4816.445,62.378
NonScheduledDomestic,Total Domestic,2019,12,342,501.803,253.714,41507.000,23733.895,28228.518,84.078,499.882,9.197,509.079,1835.109,586.436,4.831,2426.375,3646.101,66.547
NonScheduledDomestic,Total Domestic,2020,01,353,518.190,262.490,41688.000,24439.898,30011.794,81.434,388.420,12.561,400.981,1890.107,379.348,6.192,2275.647,3625.137,62.774
NonScheduledDomestic,Total Domestic,2020,02,350,499.180,249.481,42847.000,24204.814,30469.047,79.441,5.004,12.967,17.971,1871.292,6.355,4.831,1882.478,3068.453,61.349
NonScheduledDomestic,Total Domestic,2020,03,307,464.080,299.079,30741.000,17385.781,30644.052,56.735,84.688,7.018,91.706,1347.564,164.870,3.672,1516.106,3391.850,44.699
NonScheduledDomestic,Total Domestic,2020,04,629,1028.000,817.787,1897.000,1625.932,37200.342,4.371,2678.309,0.151,2678.460,121.945,3195.686,,3317.631,14131.601,23.477
NonScheduledDomestic,Total Domestic,2020,05,244,468.470,397.095,4448.000,4815.872,31657.609,15.212,1875.697,,1875.697,2613.251,2456.610,,5069.861,7002.771,72.398
NonScheduledDomestic,Total Domestic,2020,07,1043,1644.197,996.900,7567.000,10185.278,17752.216,57.375,7229.180,,7229.180,273.876,8257.074,,8530.950,17541.684,48.632
NonScheduledDomestic,Total Domestic,2020,08,1140,1911.370,1190.362,15278.000,99230.765,833520.021,11.905,7485.999,,7485.999,1341.732,8975.200,,10316.931,19529.532,52.827
NonScheduledDomestic,Total Domestic,2020,09,1252,2052.172,1243.098,12937.000,16307.985,26575.060,61.366,6382.754,,6382.754,1225.671,7536.055,,8761.726,20722.469,42.281
NonScheduledDomestic,Total Domestic,2020,10,1373,2279.945,1398.559,8429.000,6730.696,14971.656,44.956,7832.470,,7832.470,539.189,9609.248,,10148.438,24941.044,40.690
NonScheduledDomestic,Total Domestic,2020,11,1097,1830.704,1090.016,20535.000,12673.984,24577.979,51.566,4817.464,,4817.464,956.044,5754.277,,6710.321,18700.016,35.884
NonScheduledDomestic,Total Domestic,2020,12,1339,2177.583,1268.461,36205.000,24010.661,43991.772,54.580,5766.998,,5766.998,1831.716,6618.765,,8450.481,20842.568,40.544
NonScheduledDomestic,Total Domestic,2021,01,1391,2446.802,1351.728,44175.000,27647.525,46707.417,59.193,5023.218,,5023.218,2027.664,5708.927,,7736.591,20420.528,37.886
NonScheduledDomestic,Total Domestic,2021,02,1421,2450.166,1386.908,47107.000,28822.368,43483.666,66.283,5714.744,,5714.744,2522.303,6312.510,,8834.813,21412.338,41.260
