Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
23,1,AIR AUSTRAL,676,784,0.26,2.20,486,487,0.65,1.10,567,614,0.05,2.05
23,2,AIR AUSTRAL,0,111,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
15,4,AIR CANADA,0,0,0.00,0.00,4798,3674,595.00,175.00,4734,4403,566.00,186.00
16,1,AIR CANADA,4221,4782,566.00,192.00,4794,4832,120.01,140.21,5508,5690,56.54,105.83
16,2,AIR CANADA,4400,4958,34.72,101.01,4070,5479,34.54,83.57,4326,4970,34.72,101.01
16,3,AIR CANADA,5121,5176,45.84,102.86,5002,5310,45.88,244.80,4494,4789,45.20,102.33
16,4,AIR CANADA,6342,5375,52.51,194.03,12120,10691,52.75,123.00,8696,7930,77.77,182.29
17,1,AIR CANADA,8857,8680,60.59,188.70,8119,7962,82.52,191.11,11323,12816,121.91,257.69
17,2,AIR CANADA,5952,7499,101.49,116.34,5324,7413,138.27,127.13,6821,7706,129.28,102.77
17,3,AIR CANADA,8816,8370,88.73,159.62,8332,9160,71.80,169.17,7285,7697,75.96,187.01
17,4,AIR CANADA,14013,11338,201.91,378.58,18203,14868,199.96,551.84,16302,18380,164.06,267.42
18,1,AIR CANADA,20540,20581,260.15,328.80,16682,16382,233.35,369.91,16774,18909,290.07,271.63
18,2,AIR CANADA,2789,4132,112.87,48.35,9888,12585,262.64,104.71,0,0,0.00,0.00
18,3,AIR CANADA,14302,14669,163.41,187.59,0,0,0.00,0.00,0,0,0.00,0.00
18,4,AIR CANADA,16747,13185,203.94,437.45,19300,15133,159.69,468.35,21040,19078,231.90,377.07
19,1,AIR CANADA,21539,21594,202.31,334.69,17991,17679,170.14,310.62,15542,20505,82.49,419.40
19,2,AIR CANADA,10024,12845,13.59,64.27,10024,12845,13.59,64.27,10024,11417,7.29,43.22
19,3,AIR CANADA,15184,0,1221.73,0.00,15397,0,212.97,0.00,16837,0,230.13,0.00
19,4,AIR CANADA,17845,11980,90.44,328.64,19885,15903,94.94,376.81,20399,18350,93.45,305.43
20,3,AIR CANADA,0,0,0.00,0.00,505,2000,26.50,30.80,2072,6072,71.30,96.80
20,4,AIR CANADA,5095,5019,123.19,280.84,8973,5342,126.63,273.02,8883,8150,108.34,223.13
21,1,AIR CANADA,9174,9723,79.38,93.00,6714,10370,77.14,120.39,6069,9865,78.04,132.89
21,4,AIR CANADA,13522,19145,138.33,234.09,23559,24542,111.38,219.02,21598,25443,63.74,137.73
22,1,AIR CANADA,18563,23293,70.21,212.96,22085,24119,77.97,165.67,23428,26764,94.51,351.13
22,2,AIR CANADA,12265,24490,162.44,226.28,11566,17576,184.18,215.74,11196,12143,168.49,193.78
22,3,AIR CANADA,11472,12572,192.96,179.22,10550,14123,277.33,193.39,11250,13360,275.02,286.79
22,4,AIR CANADA,13146,12180,244.71,217.16,12124,10855,210.97,251.16,12670,12259,182.90,260.11
23,1,AIR CANADA,12869,10431,185.91,232.65,11368,10912,136.74,156.66,11222,13391,174.39,215.59
23,2,AIR CANADA,9738,12467,151.50,246.34,10713,12652,166.25,280.39,11488,12304,178.59,225.05
23,3,AIR CANADA,11665,12317,211.24,223.24,11867,12675,181.12,203.18,11954,11984,133.00,241.67
23,4,AIR CANADA,12994,11869,171.57,291.06,13834,11666,124.42,337.82,15331,14254,149.76,156.44
24,1,AIR CANADA,15866,14222,151.34,179.07,13939,13322,137.11,225.61,12568,14918,142.40,246.33
24,2,AIR CANADA,9351,12381,89.99,251.59,9175,12394,119.88,231.64,10840,12139,117.36,240.23
15,1,AIR CHINA,4004,4047,159.16,191.01,3137,3644,200.45,123.31,2727,4728,126.37,146.24
15,2,AIR CHINA,2161,3878,169.51,168.78,1572,2634,114.70,114.40,2754,1991,130.28,99.19
15,3,AIR CHINA,2546,2427,98.14,127.54,1562,2284,66.20,72.00,3534,3412,132.72,142.91
15,4,AIR CHINA,4266,3825,176.77,153.81,4799,3605,138.90,191.65,4931,4805,113.55,197.06
16,1,AIR CHINA,4915,4744,92.42,102.16,3266,3838,99.90,280.44,4057,4854,117.84,190.79
16,2,AIR CHINA,2356,3181,94.01,103.97,2544,3512,88.80,200.23,2895,2909,68.58,97.95
16,3,AIR CHINA,2815,2183,80.73,88.30,1929,2623,69.82,198.69,3149,2583,110.72,107.81
16,4,AIR CHINA,3401,2672,123.12,192.43,4680,4079,114.97,124.30,4941,4710,159.40,136.92
17,1,AIR CHINA,5592,4796,153.63,101.11,4767,4994,72.09,151.03,4757,5542,155.85,129.36
17,2,AIR CHINA,2711,3370,175.66,118.59,2282,3246,197.69,108.80,2908,2919,166.20,99.88
17,3,AIR CHINA,2245,2071,74.57,82.99,2003,2180,92.30,76.67,3059,2417,126.74,100.96
17,4,AIR CHINA,3263,2717,127.40,143.26,5870,4728,164.86,176.51,6307,6175,172.04,213.88
18,1,AIR CHINA,5793,5256,129.79,161.14,4586,4960,132.72,151.62,5327,6427,145.85,204.88
18,2,AIR CHINA,3705,5775,240.58,133.72,3239,5064,259.07,158.77,2941,3214,125.98,128.16
18,3,AIR CHINA,3643,3231,114.16,152.73,2765,3238,89.37,126.77,5385,4794,194.90,155.62
18,4,AIR CHINA,5260,4977,199.15,161.97,6013,5471,181.49,155.27,5734,5743,139.88,143.33
19,1,AIR CHINA,5922,5755,108.51,177.68,5056,4855,81.07,148.02,6025,6241,62.59,240.89
19,2,AIR CHINA,4532,5776,149.88,214.21,3494,6107,126.90,164.49,3126,3403,122.84,98.77
19,3,AIR CHINA,0,0,0.00,0.00,2628,2776,94.62,116.09,2711,2436,91.51,111.12
19,4,AIR CHINA,3245,2733,89.35,218.18,3842,3300,65.80,80.24,3899,3721,52.21,146.73
20,1,AIR CHINA,3619,3663,69.00,134.42,447,796,26.50,56.85,5,108,16.51,6.10
15,1,AIR FRANCE,20204,22839,726.37,1365.61,17418,18699,743.27,1214.45,15773,20329,830.93,1279.98
15,2,AIR FRANCE,11930,15412,589.20,1095.94,12973,16182,596.37,1141.59,15498,16235,612.29,1208.12
15,3,AIR FRANCE,16003,16753,605.89,1156.14,14136,18075,630.17,1114.53,0,0,0.00,0.00
15,4,AIR FRANCE,18203,17407,706.13,1113.70,19449,20634,761.58,1261.61,22006,20763,868.64,1200.11
16,1,AIR FRANCE,20766,23078,826.22,1201.93,20932,19921,1060.08,991.45,18479,20326,925.90,1090.10
16,2,AIR FRANCE,11926,14030,691.77,770.43,11311,14078,807.80,799.54,12215,12751,630.94,747.62
16,3,AIR FRANCE,14449,12530,573.29,732.37,13646,14184,655.41,782.36,12854,12899,660.26,733.79
16,4,AIR FRANCE,14951,13840,599.01,940.01,23290,22281,1103.08,1223.63,24383,24629,981.28,1468.29
17,1,AIR FRANCE,26282,27114,1017.77,1229.06,22193,23132,1254.21,825.32,19022,23096,1256.34,1324.59
17,2,AIR FRANCE,12892,14873,772.76,836.96,14965,16952,806.60,921.89,16838,16999,641.03,955.41
17,3,AIR FRANCE,18786,17683,551.92,908.13,16006,17867,570.98,881.07,15480,16785,631.53,1003.73
17,4,AIR FRANCE,17694,16334,669.45,1025.58,25002,22145,847.47,1380.59,26289,26335,1074.24,1152.89
18,1,AIR FRANCE,22607,24051,1024.24,1150.60,22206,23308,800.86,1194.58,18636,23356,908.93,1211.76
18,2,AIR FRANCE,11305,14626,537.59,878.72,14981,15928,2832.29,889.46,16230,16367,609.94,1012.09
18,3,AIR FRANCE,17217,16309,698.87,1003.33,16497,18167,571.84,876.05,15489,17378,567.64,1098.27
18,4,AIR FRANCE,18092,16593,838.70,1109.31,24266,23510,735.38,1291.38,26409,25113,884.01,1385.02
19,1,AIR FRANCE,25873,26684,1146.04,1252.06,22590,23640,829.66,1239.46,19507,25852,834.63,1342.40
19,2,AIR FRANCE,15682,18256,674.24,1082.55,16307,17946,550.50,1017.74,18752,18492,474.49,1155.02
19,3,AIR FRANCE,18178,18642,516.36,954.26,17579,19448,489.20,944.18,36565,37284,999.43,2024.93
19,4,AIR FRANCE,19910,19466,528.38,1035.05,24614,23613,527.18,1143.88,28731,27281,933.86,1453.29
20,1,AIR FRANCE,28473,31232,581.90,1003.65,24184,26984,823.33,1091.00,7344,14502,661.41,396.97
20,3,AIR FRANCE,1155,6889,142.00,310.89,7526,9845,267.44,686.48,6973,8451,379.95,906.19
20,4,AIR FRANCE,9105,7554,358.26,692.59,6470,4068,636.22,841.86,9055,5999,580.82,892.62
21,1,AIR FRANCE,6986,10173,651.38,817.22,6027,7155,466.89,911.02,6421,8992,727.91,1052.01
21,2,AIR FRANCE,4766,9535,703.77,732.59,1348,10039,706.29,984.86,2594,8692,712.63,960.52
21,3,AIR FRANCE,6036,11371,560.01,733.42,5391,11563,538.45,728.26,4939,10374,575.52,797.09
21,4,AIR FRANCE,9308,8440,539.51,970.52,12761,11788,528.08,911.39,12411,12278,579.25,796.39
22,1,AIR FRANCE,8650,11239,574.06,854.36,8856,11332,578.53,755.17,11522,13192,567.02,792.22
22,2,AIR FRANCE,14247,16226,831.79,935.90,21397,23982,891.15,997.95,21539,21874,878.43,1061.26
22,3,AIR FRANCE,21424,21764,929.38,1093.50,19311,23732,952.28,1007.55,20743,23282,1046.30,1189.12
22,4,AIR FRANCE,22988,23178,1008.33,1340.82,28113,28219,1051.76,1449.33,31289,30654,1032.56,1575.86
23,1,AIR FRANCE,28939,31613,1085.16,1314.64,24368,27712,814.54,1046.35,19276,28724,787.72,1265.62
23,2,AIR FRANCE,17470,27066,678.25,1116.14,25889,31023,1186.78,1650.26,28672,30385,1323.27,1921.99
23,3,AIR FRANCE,26924,28616,1359.78,1756.91,21807,28173,1272.09,1715.16,20237,27842,786.45,1096.90
23,4,AIR FRANCE,26966,26556,799.28,1160.82,29724,26717,800.41,1473.71,31067,29922,769.69,1188.04
24,1,AIR FRANCE,32117,35281,854.04,1373.05,28945,34113,1084.35,1439.61,19089,28698,702.58,892.27
24,2,AIR FRANCE,14092,21673,534.52,791.71,18647,22101,722.38,791.18,23206,23044,489.59,843.13
15,1,AIR INDIA,258876,274220,3320.63,4186.30,221977,234392,3242.82,4655.51,228972,261653,3728.76,5275.22
15,2,AIR INDIA,200432,248784,3577.54,5233.47,222994,251497,3357.02,4769.77,237722,221364,3632.92,5106.22
15,3,AIR INDIA,257942,203884,3919.60,4567.42,217740,274220,3510.17,4460.05,193876,225893,3803.66,4513.04
15,4,AIR INDIA,225658,192536,3882.07,5004.53,252590,211498,3682.07,4788.16,286210,246833,3822.17,5106.68
16,1,AIR INDIA,261873,279107,3509.86,4643.82,222709,235431,3694.02,5052.95,233663,259082,3827.57,4454.25
16,2,AIR INDIA,197373,263608,3729.32,5056.68,223122,261369,3621.08,5581.32,254839,198928,3460.46,5820.94
16,3,AIR INDIA,271657,212489,3372.19,4820.05,228037,257263,3591.48,4985.30,209435,242460,3662.62,4958.44
16,4,AIR INDIA,245379,202528,4116.55,5360.38,249641,213167,3976.36,4696.92,282508,232529,4184.04,5464.71
17,1,AIR INDIA,265923,273628,3708.80,5343.31,222515,245041,4243.65,6088.81,243751,271652,5096.11,7348.82
17,2,AIR INDIA,223538,263413,4576.21,6779.71,249094,264555,4697.92,7281.13,271354,209159,4227.58,6387.18
17,3,AIR INDIA,273133,230999,3941.31,5873.05,253486,265990,3736.74,5899.38,228200,264149,4196.72,5844.13
17,4,AIR INDIA,274425,245702,4694.10,5753.81,279698,239460,4747.67,6039.48,312569,274032,5095.97,5561.33
18,1,AIR INDIA,291311,290572,4763.92,5278.34,256135,248130,4915.19,5420.55,279674,297378,5272.89,6276.46
18,2,AIR INDIA,256818,301093,4868.12,6601.60,273786,297127,4356.93,6608.58,311496,237506,4460.52,5842.17
18,3,AIR INDIA,284876,241555,5138.20,6740.99,253146,276468,4954.11,6888.90,221916,262999,4997.95,6774.98
18,4,AIR INDIA,296408,248820,5291.24,7779.10,303219,270071,5084.19,7216.89,331415,276148,5218.95,7084.23
19,1,AIR INDIA,307709,310091,3997.64,6487.42,266799,281761,4145.40,6367.03,273393,312997,4636.57,7860.41
19,2,AIR INDIA,275395,315246,4314.89,7484.47,288926,304868,4667.48,7898.89,336759,287483,3998.52,6255.81
19,3,AIR INDIA,327380,266283,3872.95,7206.67,293251,324657,3729.91,5902.54,258473,297355,3723.41,5954.14
19,4,AIR INDIA,319610,267508,3959.15,6571.77,338694,285444,4133.47,7310.63,364579,316101,5073.23,7483.05
20,1,AIR INDIA,343507,337816,3964.24,7582.37,293335,297902,3540.07,7482.50,146211,147608,2143.24,5128.67
20,2,AIR INDIA,0,3505,741.78,97.39,27507,11893,1111.04,387.87,66419,43909,651.88,915.97
20,3,AIR INDIA,61290,38442,778.09,905.56,51701,42607,765.70,1009.80,44854,48707,1110.20,1640.15
20,4,AIR INDIA,62293,57566,1507.75,2247.35,84171,54879,1930.26,2743.35,97566,70500,2110.67,2530.04
21,1,AIR INDIA,108332,98097,2230.50,2349.76,112431,99016,2446.10,3104.67,121895,111425,2815.19,3247.49
21,2,AIR INDIA,92066,103187,2647.55,3067.26,51339,37925,2864.29,2423.98,54596,28996,1891.65,2746.84
21,3,AIR INDIA,72397,36830,1739.70,2914.60,87201,92497,2052.73,3400.21,93108,125494,2466.95,3635.59
21,4,AIR INDIA,153126,141343,2801.42,4079.51,175686,173735,2705.90,3515.01,181860,192880,3388.69,3707.89
22,1,AIR INDIA,138979,182888,2949.26,4073.79,155915,176234,2842.72,3970.13,199551,212793,3365.67,4720.81
22,2,AIR INDIA,218596,242542,3230.91,6331.38,217109,252708,3438.86,4959.40,249564,233749,3398.22,4897.29
22,3,AIR INDIA,277470,258300,3815.37,4956.14,242556,296006,3513.71,5063.12,246162,288166,3513.52,5387.38
22,4,AIR INDIA,288733,279995,3591.75,4941.89,312118,287623,3327.50,5009.87,333282,309156,3626.45,4872.38
23,1,AIR INDIA,319189,330405,3077.95,4695.84,291181,308733,3804.12,4853.39,311477,351561,3698.70,6436.08
23,2,AIR INDIA,288944,323295,3439.61,4648.68,316766,340517,3010.92,5362.11,351446,328255,3580.07,5981.22
23,3,AIR INDIA,347783,342409,3315.20,5727.92,314561,365213,3495.55,6722.56,308079,346557,4156.18,7287.10
23,4,AIR INDIA,362403,332534,4303.04,8040.27,377431,340608,3756.37,7898.53,411044,391765,4469.61,7725.20
24,1,AIR INDIA,398928,401712,3644.80,7155.52,376854,380565,4328.91,7879.78,382021,403362,5123.78,8596.23
24,2,AIR INDIA,330793,374197,4491.06,7265.20,357434,378935,4454.28,8001.67,378801,355692,5146.10,8002.81
15,1,AIR INDIA EXPRESS,95581,116600,0.00,0.00,80108,105211,0.00,0.00,87774,108891,0.00,0.00
15,2,AIR INDIA EXPRESS,94082,122028,0.00,0.00,117266,122448,0.00,0.00,112489,102613,0.00,0.00
15,3,AIR INDIA EXPRESS,122785,96440,18.54,335.35,104937,129962,14.23,471.96,92633,123761,16.66,454.59
15,4,AIR INDIA EXPRESS,93844,118009,18.39,439.95,96538,105481,27.28,349.87,112451,113134,13.06,367.59
16,1,AIR INDIA EXPRESS,105132,124371,12.96,348.30,89688,110442,18.40,369.08,107055,117130,15.05,498.80
16,2,AIR INDIA EXPRESS,112653,133679,111.11,544.72,126272,134614,148.03,428.94,134795,105928,151.50,643.03
16,3,AIR INDIA EXPRESS,157181,124041,96.78,650.78,120913,159524,166.75,671.78,118483,158673,81.58,705.03
16,4,AIR INDIA EXPRESS,120906,138247,,,126960,134462,,,164032,150575,,
17,1,AIR INDIA EXPRESS,146797,168101,147.18,778.39,116257,147277,70.38,807.41,142077,162078,,
17,2,AIR INDIA EXPRESS,143077,170725,180.85,871.69,156960,150333,115.15,512.41,170274,108357,107.06,840.44
17,3,AIR INDIA EXPRESS,180689,140220,50.31,1104.36,157817,173854,57.91,1201.82,117926,188125,47.87,1019.68
17,4,AIR INDIA EXPRESS,143080,165317,59.12,895.89,150988,146346,63.41,929.00,177301,162045,63.59,1044.79
18,1,AIR INDIA EXPRESS,161124,177065,119.65,2267.88,137128,148990,42.92,1001.15,159563,169080,45.92,1345.33
18,2,AIR INDIA EXPRESS,162836,193017,38.53,827.65,172097,169151,46.05,1219.15,179974,129852,32.61,1010.29
18,3,AIR INDIA EXPRESS,189158,151266,59.77,1083.94,164569,181240,44.78,1237.99,108167,187547,55.44,1280.96
18,4,AIR INDIA EXPRESS,149991,160189,55.69,1551.20,162815,157414,62.28,1414.49,207723,187312,50.36,1447.64
19,1,AIR INDIA EXPRESS,191667,208975,48.78,1333.91,159423,186722,53.48,1280.80,182670,204652,105.66,1852.09
19,2,AIR INDIA EXPRESS,198116,227008,123.24,1744.72,221346,205804,134.30,1799.19,230790,169821,58.98,1716.33
19,3,AIR INDIA EXPRESS,232316,171312,77.17,1925.22,193187,213660,107.99,1912.41,152320,214199,57.76,1922.02
19,4,AIR INDIA EXPRESS,187657,190815,52.19,2076.27,194674,196341,51.02,1705.17,225244,208293,55.51,1733.46
20,1,AIR INDIA EXPRESS,211840,226717,44.03,1837.92,176086,197659,42.73,1958.70,102687,98811,20.24,1396.11
20,2,AIR INDIA EXPRESS,0,0,0.00,20.86,20738,740,4.39,249.83,40605,4041,10.95,805.85
20,3,AIR INDIA EXPRESS,55180,15602,30.39,901.98,73596,34618,28.52,1122.31,69353,37066,32.40,1029.75
20,4,AIR INDIA EXPRESS,72741,54121,49.67,1209.28,97206,61820,42.88,1081.56,110398,90859,69.28,1045.34
21,1,AIR INDIA EXPRESS,113544,98301,106.46,1281.78,94933,87302,97.14,1283.77,114163,97356,194.82,1472.19
21,2,AIR INDIA EXPRESS,87110,74573,310.64,1431.85,43803,5299,467.04,1431.85,60787,5940,545.23,1686.87
21,3,AIR INDIA EXPRESS,89756,7765,557.87,1918.38,74178,55373,404.33,1973.27,73939,110873,422.27,1719.55
21,4,AIR INDIA EXPRESS,106593,136076,445.67,1762.78,109219,147818,470.49,1559.53,143776,164653,456.23,1444.00
22,1,AIR INDIA EXPRESS,91151,147203,448.25,1591.29,94702,124031,428.84,1663.04,149859,168501,355.24,1712.79
22,2,AIR INDIA EXPRESS,149726,166365,398.56,2147.75,165638,176435,399.88,1832.44,190187,158855,383.60,885.97
22,3,AIR INDIA EXPRESS,195110,157267,15.19,2372.78,126861,187467,8.35,2601.45,114770,190632,30.80,2439.83
22,4,AIR INDIA EXPRESS,149046,169763,39.22,2280.47,157778,164399,84.82,2085.83,180386,175038,137.42,1983.43
23,1,AIR INDIA EXPRESS,190072,208147,76.85,1937.33,157215,196573,46.22,1745.96,161048,209308,151.89,2159.73
23,2,AIR INDIA EXPRESS,165409,202839,119.59,1982.36,223245,221514,57.64,2136.92,227317,174993,45.90,2029.92
23,3,AIR INDIA EXPRESS,213643,193898,71.56,2070.36,182424,235120,105.82,2323.70,145993,220917,57.27,1871.74
23,4,AIR INDIA EXPRESS,177167,210377,131.43,2046.11,203720,202707,104.77,1933.73,218423,212780,30.51,1224.50
24,1,AIR INDIA EXPRESS,217303,247918,27.25,1062.91,194649,238119,523.47,2632.98,207049,249922,105.72,1404.12
24,2,AIR INDIA EXPRESS,214892,255490,784.81,2425.46,247648,262376,535.87,2790.95,278951,201977,1369.25,2061.22
15,1,AIR MANAS,0,0,0.00,0.00,220,286,0.00,3.40,389,532,0.00,127.77
15,2,AIR MANAS,228,231,0.00,271.59,399,566,0.00,26.24,1291,613,0.50,38.60
15,3,AIR MANAS,954,417,0.00,21.67,633,1032,0.00,23.29,406,1558,4.20,6.45
15,4,AIR MANAS,733,929,6.26,13.63,765,533,7.15,17.25,840,541,1.62,2.67
16,1,AIR MANAS,721,727,0.00,13.88,0,0,0.00,0.00,621,809,0.00,21.88
16,2,AIR MANAS,607,1029,0.00,20.33,680,948,0.10,32.56,1309,853,0.00,36.62
16,3,AIR MANAS,1103,656,0.00,26.25,824,1031,0.00,10.86,884,2340,2.79,3.98
16,4,AIR MANAS,1098,1705,4.88,13.59,1033,927,5.62,7.30,1139,928,0.72,10.69
17,1,AIR MANAS,1271,1131,0.00,12.58,985,1326,0.00,27.69,950,1443,3.19,15.86
17,2,AIR MANAS,719,1272,0.15,34.47,1111,1467,0.00,43.00,2339,1120,0.00,27.91
17,3,AIR MANAS,1968,1265,0.00,18.86,1610,1837,1.16,18.50,775,2287,4.27,6.69
17,4,AIR MANAS,1525,2291,0.00,9.96,1539,1570,0.73,15.96,1587,1009,4.09,13.04
18,1,AIR MANAS,1329,1082,0.00,11.78,1298,1569,0.00,20.33,1568,2087,0.00,26.11
18,2,AIR MANAS,1243,1597,1.13,32.06,1689,1774,0.00,34.35,2328,1260,0.00,32.82
18,3,AIR MANAS,2250,1315,0.50,32.83,1751,1953,0.00,20.87,1088,2681,2.71,7.26
18,4,AIR MANAS,1103,1883,8.14,0.00,0,0,0.00,0.00,0,0,0.00,0.00
21,3,AIR MANAS,0,0,0.00,0.00,0,0,0.00,0.00,3,818,0.00,0.12
15,1,AIR MAURITIUS,5987,7219,27.51,263.29,6139,6579,13.79,129.78,7187,6801,16.64,290.04
15,2,AIR MAURITIUS,6146,8007,22.66,309.82,8840,10107,18.36,317.09,7932,7653,37.63,268.02
15,3,AIR MAURITIUS,6990,5482,67.47,203.45,5185,6114,9.90,211.41,5869,6094,13.12,233.31
15,4,AIR MAURITIUS,5143,5205,18.21,230.36,7334,7191,18.43,175.91,9808,9630,13.34,194.68
16,1,AIR MAURITIUS,7036,8580,16.99,181.56,7477,7863,19.07,188.79,7239,7427,26.82,240.60
16,2,AIR MAURITIUS,6215,7919,16.41,156.49,8673,9970,20.69,193.94,9870,9625,18.47,213.14
16,3,AIR MAURITIUS,9404,9130,23.15,170.69,7456,7724,25.77,174.26,6929,7976,11.65,195.52
16,4,AIR MAURITIUS,6555,6857,18.89,212.59,8585,7260,16.34,178.47,10258,10040,35.97,239.06
17,1,AIR MAURITIUS,8262,9066,35.52,188.19,7495,8052,16.75,211.09,8171,7746,19.92,255.15
17,2,AIR MAURITIUS,6749,8536,31.36,148.06,9896,11690,18.53,244.98,11892,11278,12.79,305.91
17,3,AIR MAURITIUS,9112,7810,23.28,350.82,6826,7564,17.36,304.31,6135,6903,15.66,375.83
17,4,AIR MAURITIUS,7809,3505,24.77,397.72,7499,7484,18.37,301.37,12111,12526,175.18,430.24
18,1,AIR MAURITIUS,9679,10909,30.56,341.70,8240,8499,75.09,278.44,9002,9433,37.62,327.57
18,2,AIR MAURITIUS,9340,8187,21.08,452.14,12300,14196,31.74,568.82,12935,12871,66.25,612.65
18,3,AIR MAURITIUS,10173,9246,72.90,439.94,8870,9160,81.28,433.00,7289,10390,48.99,340.31
18,4,AIR MAURITIUS,6663,6665,37.83,349.17,8777,8388,39.88,404.56,9776,9453,19.00,430.17
19,1,AIR MAURITIUS,7704,9813,16.85,330.37,7396,7818,14.08,301.04,7921,8081,5.30,337.81
19,2,AIR MAURITIUS,6502,9116,15.62,432.97,9583,11884,10.85,457.74,10728,10284,23.96,400.26
19,3,AIR MAURITIUS,9020,8239,43.79,413.28,6905,8156,49.90,442.94,6770,7247,13.05,447.39
19,4,AIR MAURITIUS,8124,7932,14.20,408.50,10848,9248,14.55,382.14,11627,10734,26.18,332.60
20,1,AIR MAURITIUS,8927,10750,16.78,352.54,7772,8207,21.11,291.49,4594,4521,16.35,268.73
21,1,AIR MAURITIUS,0,0,0.00,0.00,304,263,2.44,248.51,312,80,0.59,347.20
21,2,AIR MAURITIUS,368,303,4.99,157.28,20,31,1.07,189.45,105,214,1.41,271.57
21,3,AIR MAURITIUS,108,249,1.26,234.97,231,850,1.15,276.49,61,121,1.83,357.57
21,4,AIR MAURITIUS,335,501,2.36,218.61,1275,1186,9.63,25.18,1723,1781,18.45,367.64
22,1,AIR MAURITIUS,1131,1450,24.62,254.96,1189,1605,6.07,369.53,2222,2688,17.13,419.87
22,2,AIR MAURITIUS,4259,5223,39.81,259.34,5393,6147,32.39,199.29,5763,5999,21.25,105.60
22,3,AIR MAURITIUS,5638,5668,54.32,292.77,4671,5478,50.41,228.66,4868,5821,36.16,355.05
22,4,AIR MAURITIUS,5934,5625,6.81,224.28,6248,5247,44.01,298.94,6981,6663,16.65,261.84
23,1,AIR MAURITIUS,5553,6413,10.52,295.50,5120,5390,30.94,355.33,5341,6196,22.82,356.88
23,2,AIR MAURITIUS,4178,4893,26.71,229.26,6044,7101,23.91,423.95,8887,7222,15.08,470.22
23,3,AIR MAURITIUS,6778,6602,6.82,282.41,6014,6617,9.54,354.06,5730,6057,26.28,336.87
23,4,AIR MAURITIUS,5688,6002,39.91,319.69,7766,7209,4.90,352.88,8188,8349,3.21,497.63
24,1,AIR MAURITIUS,7132,6683,22.12,409.65,11705,7226,1.77,336.79,4506,5141,8.59,267.51
24,2,AIR MAURITIUS,6045,6847,9.53,424.70,6900,8703,5.64,405.32,7891,8385,8.57,434.54
15,1,AIR SEYCHELLES,1253,1300,0.51,1.64,1019,1105,0.20,0.80,1102,1285,0.09,1.08
15,2,AIR SEYCHELLES,954,1153,0.05,1.30,1351,1723,0.49,4.59,1660,1299,1.18,6.51
15,3,AIR SEYCHELLES,1877,1583,0.01,2.75,1896,1802,0.22,4.01,1604,1683,0.19,1.65
15,4,AIR SEYCHELLES,1721,1554,0.07,2.37,1949,1703,0.01,2.78,2233,1908,0.25,2.84
16,1,AIR SEYCHELLES,2012,2199,0.29,1.69,2107,2196,0.04,2.18,2213,1945,0.04,2.23
16,2,AIR SEYCHELLES,1522,2059,2.19,2.67,2432,2534,0.20,2.00,2592,2314,0.20,5.56
16,3,AIR SEYCHELLES,2427,2452,0.22,7.49,2001,2128,0.01,9.56,2115,2326,0.22,11.40
16,4,AIR SEYCHELLES,2233,2419,0.08,4.63,2351,2200,1.29,6.18,111,7502,0.02,0.00
17,1,AIR SEYCHELLES,2579,2699,0.67,5.97,2440,2547,0.27,5.67,2721,2596,0.37,6.93
17,2,AIR SEYCHELLES,2947,3045,0.01,10.00,2882,3335,1.60,9.05,3102,2940,0.36,9.99
17,3,AIR SEYCHELLES,2992,3246,0.56,42.01,2124,2247,1.73,32.30,1976,2510,1.00,23.14
17,4,AIR SEYCHELLES,2086,2082,0.27,23.43,2316,2264,1.21,42.94,3561,3178,0.13,81.80
18,1,AIR SEYCHELLES,2282,2533,0.57,14.26,0,0,0.07,14.85,2451,2446,17.38,0.00
18,2,AIR SEYCHELLES,1799,2061,2.06,22.32,2258,2631,13.48,18.77,2360,2451,11.41,18.78
18,3,AIR SEYCHELLES,2089,2158,0.09,20.16,1701,2223,0.90,25.03,1521,2072,0.15,24.72
18,4,AIR SEYCHELLES,1720,1641,0.00,37.25,2065,1928,0.61,24.89,2210,1977,0.43,24.36
19,1,AIR SEYCHELLES,2191,2642,0.00,18.08,2199,2327,0.01,15.02,2239,2335,0.12,28.68
19,2,AIR SEYCHELLES,1613,2347,0.28,17.18,2221,3226,0.00,15.44,2989,3009,0.08,8.62
19,3,AIR SEYCHELLES,2574,2588,0.56,21.21,2275,3033,0.36,18.02,2308,2580,2.19,22.57
20,2,AIR SEYCHELLES,0,0,1.14,13.70,0,0,0.00,10.75,0,0,0.00,15.80
20,3,AIR SEYCHELLES,0,131,0.00,13.02,29,30,0.00,20.20,23,56,0.00,13.48
21,1,AIR SEYCHELLES,0,0,0.00,0.00,0,59,0.00,0.00,66,0,0.00,0.00
21,3,AIR SEYCHELLES,96,414,0.00,0.00,174,1235,0.00,0.00,235,590,0.00,0.00
21,4,AIR SEYCHELLES,332,618,0.00,0.00,416,577,0.00,0.00,416,721,0.00,0.00
